sweep_id,run_id,batch_size,opt,lr,wd,rdm_seed,n_layer,n_head,n_embd,embd_pdrop,resid_pdrop,attn_pdrop,datapoints_seen,train_acc,indist_acc,ood_acc
0acb79e7,c6962a2b,8,adam,0.0001,0,71,3,4,64,0,0,0,40000,1.0,1.0,0.878000020980835
0acb79e7,84b7f2a7,8,adam,0.0001,0,37,3,4,64,0,0,0,40000,0.998699963092804,1.0,0.7300000190734863
0acb79e7,26bef1f1,8,adam,0.0001,0,19,3,4,64,0,0,0,40000,0.9998999834060668,1.0,0.8320000171661377
0acb79e7,74f334e4,8,adam,0.0001,0,113,3,4,64,0,0,0,40000,0.9949999451637268,0.999000072479248,0.9780000448226928
0acb79e7,7ef20fd6,8,adam,0.0001,0,97,3,4,64,0,0,0,40000,0.9996999502182008,1.0,0.737000048160553
0acb79e7,e19a7227,8,adam,0.0001,0,131,3,4,64,0,0,0,40000,1.0,1.0,0.8640000224113464
0acb79e7,6dc71cae,8,adam,0.0001,0,7,3,4,64,0,0,0,50000,1.0,1.0,0.9950000643730164
0acb79e7,8e1c81e8,8,adam,0.0001,0,53,3,4,64,0,0,0,50000,0.9996999502182008,1.0,0.9570000171661376
0acb79e7,c6962a2b,8,adam,0.0001,0,71,3,4,64,0,0,0,50000,1.0,1.0,0.9010000228881836
0acb79e7,84b7f2a7,8,adam,0.0001,0,37,3,4,64,0,0,0,50000,0.9998999834060668,1.0,0.8810000419616699
0acb79e7,74f334e4,8,adam,0.0001,0,113,3,4,64,0,0,0,50000,0.9998999834060668,1.0,0.9970000386238098
0acb79e7,26bef1f1,8,adam,0.0001,0,19,3,4,64,0,0,0,50000,0.9957000017166138,1.0,0.6630000472068787
0acb79e7,e19a7227,8,adam,0.0001,0,131,3,4,64,0,0,0,50000,0.990399956703186,0.9850000739097596,0.9510000348091124
0acb79e7,7ef20fd6,8,adam,0.0001,0,97,3,4,64,0,0,0,50000,0.9973999857902528,1.0,0.9570000171661376
